segment,rubric,dimension,score,confidence,anchor_matched,scorer_notes
after,playground,narrative,0,high,No experiential context — generic space with no immersive framing; pure utility setup,"The activity is a standard circle-time song on a mat in a generic classroom. No thematic decor, atmospheric anchors, or scene-setting props are described in the visual observations. The song content (Wheels on the Bus) is not supported by any spatial or environmental narrative framing."
after,playground,multi_sensory,0.5,medium,Two senses are nominally engaged but at least one is weak or marginal,"The activity is primarily auditory (singing) with likely but unconfirmed movement/gesture engagement typical of this song. No tactile materials are described as part of the circle activity itself. The second sense (proprioceptive/movement) is inferred from the song type rather than directly observed, making this a marginal two-sense engagement rather than a fully deliberate multi-sensory design."
after,playground,boundary,1.0,high,"At least one clear, unambiguous activity boundary — a canvas, paper, mat, rug, table, low fence, or similar marker visually defines the zone. A single well-defined zone is sufficient for this score.",
after,playground,movement,0.5,medium,"Either clear unobstructed access OR clear positioning is present, but not both. Or one is partial. Significant access obstructions (multiple adults forming a barrier; persistent blocking; major clutte","Positioning on the mat is clear and appropriate for circle time (score-positive). However, two adults are present in the room — one persistently moving back and forth toward the activity zone throughout the session. While children remain on the mat and one child does move freely, the repeated adult traversal of the space immediately around the activity zone (not just near the entry path) represents more than minor adult presence, reducing the score from 1 to 0.5. The camera angle limits full visibility of the path from entry to mat."
after,playground,clean_up,insufficient_evidence,low,,"The session is a circle-time singing activity with no materials distributed or cleaned up during the recording. While shelves are briefly visible in the background, the camera angle and description do not provide sufficient detail about shelf height, labelling, item weight, or child accessibility to score this dimension. No cleanup activity occurs during the 5-minute session."
after,toy_design,purpose,0.5,medium,Some cues to purpose are present but the arrangement is mixed or partially staged; intent is unclear in parts,"The mat-based seating arrangement provides a partial cue that this is a group/circle-time activity, but the visual observations describe no specific materials staged at the zone (e.g., song cards, picture books, instruments) that would allow a child arriving to intuit the singing/music activity specifically. The setup communicates 'gather here' but not clearly 'sing here', warranting a 0.5."
after,toy_design,anchor_and_choice_materials,0,high,"0.0 — No clear anchor at all, OR only one rigid material option with no choice (e.g. one type of crayon, one shape of paper, only one way to use it)","This is a circle-time song activity. There are no physical anchor materials placed for children to engage with, and no choice materials are offered. The activity is entirely teacher-directed with a single fixed format (group singing). Shelves with items are visible in the background but are not part of the activity setup."
after,toy_design,spark_curiosity,0,high,Activity area is purely functional with no curiosity hook — children would not have any 'what's that?' moment from what is at the activity itself,"The circle time activity consists solely of singing 'Wheels on the Bus' on a plain mat. No props, mystery objects, covered items, or visually striking elements are described at the activity zone across any of the visual observation timestamps. Shelves with items are noted elsewhere in the room but do not count per rubric rules."
after,toy_design,challenge_adjustment,0,high,Single fixed difficulty level — no variation possible without redesigning the activity,"The activity is a single group song repeated twice with no visible differentiation, tiered options, or extension materials introduced. The shelves in the background contain unspecified items but none are referenced or used in relation to challenge adjustment. Score of 0 is unambiguous."
after,toy_design,self_served,insufficient_evidence,low,,"This is a circle-time singing activity (Wheels on the Bus). There are no discrete physical materials for children to handle — the activity consists of a teacher-led song with body movements on a mat. The visual observations mention shelves with various items but provide no detail about what those items are or whether they are part of this activity. Because the activity design involves no manipulable materials (only a mat and the children's own bodies/voices), the self-served rubric indicators (safe materials, recognisable items, light enough to carry, sized for child hands) cannot be meaningfully applied. Insufficient evidence to score."
