[00:00:00] TEACHER    I don't know what to do.
[00:11:31] TEACHER    Rough. Yes. Now, tell me which texture is this?
[00:11:35] STUDENT_3  This is soft.
[00:11:36] TEACHER    Soft. Yes. Now, tell me which texture is this?
[00:11:40] STUDENT_4  This is hard.
[00:11:41] TEACHER    Hard. Yes. Now, tell me which texture is this?
[00:11:45] STUDENT_1  This is smooth.
[00:11:46] TEACHER    Smooth. Yes. Now, tell me which texture is this?
[00:11:50] STUDENT_2  This is rough.
[00:11:51] TEACHER    Rough. Yes. Now, tell me which texture is this?
[00:11:55] STUDENT_3  This is soft.
[00:11:56] TEACHER    Soft. Yes. Now, tell me which texture is this?
[00:12:00] STUDENT_4  This is hard.
[00:12:01] TEACHER    Hard. Yes. Now, tell me which texture is this?
[00:12:05] STUDENT_1  This is smooth.
[00:12:06] TEACHER    Smooth. Yes. Now, tell me which texture is this?
[00:12:10] STUDENT_2  This is rough.
[00:12:11] TEACHER    Rough. Yes. Now, tell me which texture is this?
[00:12:15] STUDENT_3  This is soft.
[00:12:16] TEACHER    Soft. Yes. Now, tell me which texture is this?
[00:12:20] STUDENT_4  This is hard.
[00:12:21] TEACHER    Hard. Yes. Now, tell me which texture is this?
[00:12:25] STUDENT_1  This is smooth.
[00:12:26] TEACHER    Smooth. Yes. Now, tell me which texture is this?
[00:12:30] STUDENT_2  This is rough.
[00:12:31] TEACHER    Rough. Yes. Now, tell me which texture is this?
[00:12:35] STUDENT_3  This is soft.
[00:12:36] TEACHER    Soft. Yes. Now, tell me which texture is this?
[00:12:40] STUDENT_4  This is hard.
[00:12:41] TEACHER    Hard. Yes. Now, tell me which texture is this?
[00:12:45] STUDENT_1  This is smooth.
[00:12:46] TEACHER    Smooth. Yes. Now, tell me which texture is this?
[00:12:50] STUDENT_2  This is rough.
[00:12:51] TEACHER    Rough. Yes. Now, tell me which texture is this?
[00:12:55] STUDENT_3  This is soft.
[00:12:56] TEACHER    Soft. Yes. Now, tell me which texture is this?
[00:13:00] STUDENT_4  This is hard.
[00:13:01] TEACHER    Hard. Yes. Now, tell me which texture is this?
[00:13:05] STUDENT_1  This is smooth.
[00:13:06] TEACHER    Smooth. Yes. Now, tell me which texture is this?
[00:13:10] STUDENT_2  This is rough.
[00:13:11] TEACHER    Rough. Yes. Now, tell me which texture is this?
[00:13:15] STUDENT_3  This is soft.
[00:13:16] TEACHER    Soft. Yes. Now, tell me which texture is this?
[00:13:20] STUDENT_4  This is hard.
[00:13:21] TEACHER    Hard. Yes. Now, tell me which texture is this?
[00:13:25] STUDENT_1  This is smooth.
[00:13:26] TEACHER    Smooth. Yes. Now, tell me which texture is this?
[00:15:00] TEACHER    I don't know. I think I'm not sure. I'm not sure. I.
[00:15:04] TEACHER    Okay. So the next step to the standing now we're going to the 15.
[00:15:09] TEACHER    So we have to see.
[00:15:11] TEACHER    So we have to see.
[00:15:13] TEACHER    Okay. (repeated 197 times — likely transcription loop artifact)
[00:20:00] TEACHER    Okay, you have to do the shading.
[00:20:01] STUDENT_1  Shading.
[00:20:02] TEACHER    Shading.
[00:20:03] STUDENT_1  Shading.
[00:20:04] TEACHER    Okay, you have to do the shading.
[00:20:05] STUDENT_1  Shading.
[00:20:06] TEACHER    Okay, you have to do the shading.
[00:20:07] STUDENT_1  Shading.
[00:20:08] TEACHER    Okay, you have to do the shading.
[00:20:09] STUDENT_1  Shading.
[00:20:10] TEACHER    Okay, you have to do the shading.
[00:20:11] STUDENT_1  Shading.
[00:20:12] TEACHER    Okay, you have to do the shading.
[00:20:13] STUDENT_1  Shading.
[00:20:14] TEACHER    Okay, you have to do the shading.
[00:20:15] STUDENT_1  Shading.
[00:20:16] TEACHER    Okay, you have to do the shading.
[00:20:17] STUDENT_1  Shading.
[00:20:18] TEACHER    Okay, you have to do the shading.
[00:20:19] STUDENT_1  Shading.
[00:20:20] TEACHER    Okay, you have to do the shading.
[00:20:21] STUDENT_1  Shading.
[00:20:22] TEACHER    Okay, you have to do the shading.
[00:20:23] STUDENT_1  Shading.
[00:20:24] TEACHER    Okay, you have to do the shading.
[00:20:25] STUDENT_1  Shading.
[00:20:26] TEACHER    Okay, you have to do the shading.
[00:20:27] STUDENT_1  Shading.
[00:20:28] TEACHER    Okay, you have to do the shading.
[00:20:29] STUDENT_1  Shading.
[00:20:30] TEACHER    Okay, you have to do the shading.
[00:20:31] STUDENT_1  Shading.
[00:20:32] TEACHER    Okay, you have to do the shading.
[00:20:33] STUDENT_1  Shading.
[00:20:34] TEACHER    Okay, you have to do the shading.
[00:20:35] STUDENT_1  Shading.
[00:20:36] TEACHER    Okay, you have to do the shading.
[00:20:37] STUDENT_1  Shading.
[00:20:38] TEACHER    Okay, you have to do the shading.
[00:20:39] STUDENT_1  Shading.
[00:20:40] TEACHER    Okay, you have to do the shading.
[00:20:41] STUDENT_1  Shading.
[00:20:42] TEACHER    Okay, you have to do the shading.
[00:20:43] STUDENT_1  Shading.
[00:20:44] TEACHER    Okay, you have to do the shading.
[00:20:45] STUDENT_1  Shading.
[00:20:46] TEACHER    Okay, you have to do the shading.
[00:20:47] STUDENT_1  Shading.
[00:20:48] TEACHER    Okay, you have to do the shading.
[00:20:49] STUDENT_1  Shading.
[00:20:50] TEACHER    Okay, you have to do the shading.
[00:20:51] STUDENT_1  Shading.
[00:20:52] TEACHER    Okay, you have to do the shading.
[00:20:53] STUDENT_1  Shading.
[00:20:54] TEACHER    Okay, you have to do the shading.
[00:20:55] STUDENT_1  Shading.
[00:20:56] TEACHER    Okay, you have to do the shading.
[00:20:57] STUDENT_1  Shading.
[00:20:58] TEACHER    Okay, you have to do the shading.
[00:20:59] STUDENT_1  Shading.
[00:21:00] TEACHER    Okay, you have to do the shading.
[00:21:01] STUDENT_1  Shading.
[00:21:02] TEACHER    Okay, you have to do the shading.
[00:21:03] STUDENT_1  Shading.
[00:21:04] TEACHER    Okay, you have to do the shading.
[00:21:05] STUDENT_1  Shading.
[00:21:06] TEACHER    Okay, you have to do the shading.
[00:21:07] STUDENT_1  Shading.
[00:21:08] TEACHER    Okay, you have to do the shading.
[00:21:09] STUDENT_1  Shading.
[00:21:10] TEACHER    Okay, you have to do the shading.
[00:21:11] STUDENT_1  Shading.
[00:21:12] TEACHER    Okay, you have to do the shading.
[00:21:13] STUDENT_1  Shading.
[00:21:14] TEACHER    Okay, you have to do the shading.
[00:21:15] STUDENT_1  Shading.
[00:21:16] TEACHER    Okay, you have to do the shading.
[00:21:17] STUDENT_1  Shading.
[00:21:18] TEACHER    Okay, you have to do the shading.
[00:21:19] STUDENT_1  Shading.
[00:21:20] TEACHER    Okay, you have to do the shading.
[00:21:21] STUDENT_1  Shading.
[00:21:22] TEACHER    Okay, you have to do the shading.
[00:21:23] STUDENT_1  Shading.
[00:21:24] TEACHER    Okay, you have to do the shading.
[00:21:25] STUDENT_1  Shading.
[00:21:26] TEACHER    Okay, you have to do the shading.
[00:21:27] STUDENT_1  Shading.
[00:21:28] TEACHER    Okay, you have to do the shading.
[00:21:29] STUDENT_1  Shading.
[00:21:30] TEACHER    Okay, you have to do the shading.
[00:21:31] STUDENT_1  Shading.
[00:21:32] TEACHER    Okay, you have to do the shading.
[00:21:33] STUDENT_1  Shading.
[00:21:34] TEACHER    Okay, you have to do the shading.
[00:21:35] STUDENT_1  Shading.
[00:21:36] TEACHER    Okay, you have to do the shading.
[00:21:37] STUDENT_1  Shading.
[00:21:38] TEACHER    Okay, you have to do the shading.
[00:21:39] STUDENT_1  Shading.
[00:21:40] TEACHER    Okay, you have to do the shading.
[00:21:41] STUDENT_1  Shading.
[00:21:42] TEACHER    Okay, you have to do the shading.
[00:21:43] STUDENT_1  Shading.
[00:21:44] TEACHER    Okay, you have to do the shading.
[00:21:45] STUDENT_1  Shading.
[00:21:46] TEACHER    Okay, you have to do the shading.
[00:21:47] STUDENT_1  Shading.
[00:21:48] TEACHER    Okay, you have to do the shading.
[00:21:49] STUDENT_1  Shading.
[00:21:50] TEACHER    Okay, you have to do the shading.
[00:21:51] STUDENT_1  Shading.
[00:21:52] TEACHER    Okay, you have to do the shading.
[00:21:53] STUDENT_1  Shading.
[00:21:54] TEACHER    Okay, you have to do the shading.
[00:21:55] STUDENT_1  Shading.
[00:21:56] TEACHER    Okay, you have to do the shading.
[00:21:57] STUDENT_1  Shading.
[00:21:58] TEACHER    Okay, you have to do the shading.
[00:21:59] STUDENT_1  Shading.
[00:22:00] TEACHER    Okay, you have to do the shading.
[00:22:01] STUDENT_1  Shading.
[00:22:02] TEACHER    Okay, you have to do the shading.
[00:22:03] STUDENT_1  Shading.
[00:22:04] TEACHER    Okay, you have to do the shading.
[00:22:05] STUDENT_1  Shading.
[00:22:06] TEACHER    Okay, you have to do the shading.
[00:22:07] STUDENT_1  Shading.
[00:22:08] TEACHER    Okay, you have to do the shading.
[00:22:09] STUDENT_1  Shading.
[00:22:10] TEACHER    Okay, you have to do the shading.
[00:22:11] STUDENT_1  Shading.
[00:22:12] TEACHER    Okay, you have to do the shading.
[00:22:13] STUDENT_1  Shading.
[00:22:14] TEACHER    Okay, you have to do the shading.
[00:22:15] STUDENT_1  Shading.
[00:22:16] TEACHER    Okay, you have to do the shading.
[00:22:17] STUDENT_1  Shading.
[00:22:18] TEACHER    Okay, you have to do the shading.
[00:22:19] STUDENT_1  Shading.
[00:22:20] TEACHER    Okay, you have to do the shading.
[00:22:21] STUDENT_1  Shading.
[00:22:22] TEACHER    Okay, you have to do the shading.
[00:22:23] STUDENT_1  Shading.
[00:22:24] TEACHER    Okay, you have to do the shading.
[00:22:25] STUDENT_1  Shading.
[00:22:26] TEACHER    Okay, you have to do the shading.
[00:22:27] STUDENT_1  Shading.
[00:22:28] TEACHER    Okay, you have to do the shading.
[00:22:29] STUDENT_1  Shading.
[00:25:00] STUDENT_1  Finish, ma'am.
[00:25:01] TEACHER    Finish, ma'am. Finish, ma'am.
[00:25:02] STUDENT_2  Finish, ma'am.
[00:25:03] TEACHER    Finish, ma'am.
[00:25:04] STUDENT_1  Finish, ma'am.
[00:25:05] TEACHER    Finish, ma'am.
[00:25:06] STUDENT_1  Finish, ma'am.
[00:25:07] TEACHER    Finish, ma'am.
[00:25:08] STUDENT_1  Finish, ma'am.
[00:25:09] TEACHER    Finish, ma'am.
[00:25:10] STUDENT_1  Finish, ma'am.
[00:25:11] TEACHER    Finish, ma'am.
[00:25:12] STUDENT_1  Finish, ma'am.
[00:25:13] TEACHER    Finish, ma'am.
[00:25:14] STUDENT_1  Finish, ma'am.
[00:25:15] TEACHER    Finish, ma'am.
[00:25:16] STUDENT_1  Finish, ma'am.
[00:25:17] TEACHER    Finish, ma'am.
[00:25:18] STUDENT_1  Finish, ma'am.
[00:25:19] TEACHER    Finish, ma'am.
[00:25:20] STUDENT_1  Finish, ma'am.
[00:25:21] TEACHER    Finish, ma'am.
[00:25:22] STUDENT_1  Finish, ma'am.
[00:25:23] TEACHER    Finish, ma'am.
[00:25:24] STUDENT_1  Finish, ma'am.
[00:25:25] TEACHER    Finish, ma'am.
[00:25:26] STUDENT_1  Finish, ma'am.
[00:25:27] TEACHER    Finish, ma'am.
[00:25:28] STUDENT_1  Finish, ma'am.
[00:25:29] TEACHER    Finish, ma'am.
[00:25:30] STUDENT_1  Finish, ma'am.
[00:25:31] TEACHER    Finish, ma'am.
[00:25:32] STUDENT_1  Finish, ma'am.
[00:25:33] TEACHER    Finish, ma'am.
[00:25:34] STUDENT_1  Finish, ma'am.
[00:25:35] TEACHER    Finish, ma'am.
[00:25:36] STUDENT_1  Finish, ma'am.
[00:25:37] TEACHER    Finish, ma'am.
[00:25:38] STUDENT_1  Finish, ma'am.
[00:25:39] TEACHER    Finish, ma'am.
[00:25:40] STUDENT_1  Finish, ma'am.
[00:25:41] TEACHER    Finish, ma'am.
[00:25:42] STUDENT_1  Finish, ma'am.
[00:25:43] TEACHER    Finish, ma'am.
[00:25:44] STUDENT_1  Finish, ma'am.
[00:25:45] TEACHER    Finish, ma'am.
[00:25:46] STUDENT_1  Finish, ma'am.
[00:25:47] TEACHER    Finish, ma'am.
[00:25:48] STUDENT_1  Finish, ma'am.
[00:25:49] TEACHER    Finish, ma'am.
[00:25:50] STUDENT_1  Finish, ma'am.
[00:25:51] TEACHER    Finish, ma'am.
[00:25:52] STUDENT_1  Finish, ma'am.
[00:25:53] TEACHER    Finish, ma'am.
[00:25:54] STUDENT_1  Finish, ma'am.
[00:25:55] TEACHER    Finish, ma'am.
[00:25:56] STUDENT_1  Finish, ma'am.
[00:25:57] TEACHER    Finish, ma'am.
[00:25:58] STUDENT_1  Finish, ma'am.
[00:25:59] TEACHER    Finish, ma'am.
[00:26:00] STUDENT_1  Finish, ma'am.
[00:26:01] TEACHER    Finish, ma'am.
[00:26:02] STUDENT_1  Finish, ma'am.
[00:26:03] TEACHER    Finish, ma'am.
[00:26:04] STUDENT_1  Finish, ma'am.
[00:26:05] TEACHER    Finish, ma'am.
[00:26:06] STUDENT_1  Finish, ma'am.
[00:26:07] TEACHER    Finish, ma'am.
[00:26:08] STUDENT_1  Finish, ma'am.
[00:26:09] TEACHER    Finish, ma'am.
[00:30:24] STUDENT_1  I'm trying to do it inside the line.
[00:30:31] STUDENT_2  I'm not trying to do it, but I can't.
[00:30:34] TEACHER    Okay, you can do it.
[00:30:36] STUDENT_1  I'm trying to do it inside the line.
[00:30:38] TEACHER    Okay, you can do it.
[00:30:40] STUDENT_1  I'm trying to do it inside the line.
[00:30:42] TEACHER    Okay, you can do it.
[00:30:44] STUDENT_1  I'm trying to do it inside the line.
[00:30:46] TEACHER    Okay, you can do it.
[00:30:48] STUDENT_1  I'm trying to do it inside the line.
[00:30:50] TEACHER    Okay, you can do it.
[00:30:52] STUDENT_1  I'm trying to do it inside the line.
[00:30:54] TEACHER    Okay, you can do it.
[00:30:56] STUDENT_1  I'm trying to do it inside the line.
[00:30:58] TEACHER    Okay, you can do it.
[00:31:00] STUDENT_1  I'm trying to do it inside the line.
[00:31:02] TEACHER    Okay, you can do it.
[00:31:04] STUDENT_1  I'm trying to do it inside the line.
[00:31:06] TEACHER    Okay, you can do it.
[00:31:08] STUDENT_1  I'm trying to do it inside the line.
[00:31:10] TEACHER    Okay, you can do it.
[00:31:12] STUDENT_1  I'm trying to do it inside the line.
[00:31:14] TEACHER    Okay, you can do it.
[00:31:16] STUDENT_1  I'm trying to do it inside the line.
[00:31:18] TEACHER    Okay, you can do it.
[00:31:20] STUDENT_1  I'm trying to do it inside the line.
[00:31:22] TEACHER    Okay, you can do it.
[00:31:24] STUDENT_1  I'm trying to do it inside the line.
[00:31:26] TEACHER    Okay, you can do it.
[00:31:28] STUDENT_1  I'm trying to do it inside the line.
[00:31:30] TEACHER    Okay, you can do it.
[00:31:32] STUDENT_1  I'm trying to do it inside the line.
[00:31:34] TEACHER    Okay, you can do it.
[00:31:36] STUDENT_1  I'm trying to do it inside the line.
[00:31:38] TEACHER    Okay, you can do it.
[00:31:40] STUDENT_1  I'm trying to do it inside the line.
[00:31:42] TEACHER    Okay, you can do it.
[00:31:44] STUDENT_1  I'm trying to do it inside the line.
[00:31:46] TEACHER    Okay, you can do it.
[00:31:48] STUDENT_1  I'm trying to do it inside the line.
[00:31:50] TEACHER    Okay, you can do it.
[00:31:52] STUDENT_1  I'm trying to do it inside the line.
[00:31:54] TEACHER    Okay, you can do it.
[00:31:56] STUDENT_1  I'm trying to do it inside the line.
[00:31:58] TEACHER    Okay, you can do it.
[00:32:00] STUDENT_1  I'm trying to do it inside the line.
[00:32:02] TEACHER    Okay, you can do it.
[00:32:04] STUDENT_1  I'm trying to do it inside the line.
[00:32:06] TEACHER    Okay, you can do it.
[00:32:08] STUDENT_1  I'm trying to do it inside the line.
[00:32:10] TEACHER    Okay, you can do it.
[00:32:12] STUDENT_1  I'm trying to do it inside the line.
[00:32:14] TEACHER    Okay, you can do it.
[00:32:16] STUDENT_1  I'm trying to do it inside the line.
[00:32:18] TEACHER    Okay, you can do it.
[00:32:20] STUDENT_1  I'm trying to do it inside the line.
[00:32:22] TEACHER    Okay, you can do it.
[00:32:24] STUDENT_1  I'm trying to do it inside the line.
[00:32:26] TEACHER    Okay, you can do it.
[00:32:28] STUDENT_1  I'm trying to do it inside the line.
[00:32:30] TEACHER    Okay, you can do it.
[00:32:32] STUDENT_1  I'm trying to do it inside the line.
[00:32:34] TEACHER    Okay, you can do it.
[00:32:36] STUDENT_1  I'm trying to do it inside the line.
[00:32:38] TEACHER    Okay, you can do it.
[00:32:40] STUDENT_1  I'm trying to do it inside the line.
[00:32:42] TEACHER    Okay, you can do it.
[00:32:44] STUDENT_1  I'm trying to do it inside the line.
[00:32:46] TEACHER    Okay, you can do it.
[00:32:48] STUDENT_1  I'm trying to do it inside the line.
[00:32:50] TEACHER    Okay, you can do it.
[00:32:52] STUDENT_1  I'm trying to do it inside the line.
[00:32:54] TEACHER    Okay, you can do it.
[00:32:56] STUDENT_1  I'm trying to do it inside the line.
[00:32:58] TEACHER    Okay, you can do it.
[00:33:00] STUDENT_1  I'm trying to do it inside the line.
[00:33:02] TEACHER    Okay, you can do it.
[00:33:04] STUDENT_1  I'm trying to do it inside the line.
[00:33:06] TEACHER    Okay, you can do it.
[00:33:08] STUDENT_1  I'm trying to do it inside the line.
[00:33:10] TEACHER    Okay, you can do it.
[00:33:12] STUDENT_1  I'm trying to do it inside the line.
[00:33:14] TEACHER    Okay, you can do it.
[00:33:16] STUDENT_1  I'm trying to do it inside the line.
[00:33:18] TEACHER    Okay, you can do it.
[00:33:20] STUDENT_1  I'm trying to do it inside the line.
[00:33:22] TEACHER    Okay, you can do it.
[00:33:24] STUDENT_1  I'm trying to do it inside the line.
[00:33:26] TEACHER    Okay, you can do it.
[00:33:28] STUDENT_1  I'm trying to do it inside the line.
[00:33:30] TEACHER    Okay, you can do it.
[00:33:32] STUDENT_1  I'm trying to do it inside the line.
[00:33:34] TEACHER    Okay, you can do it.
[00:33:36] STUDENT_1  I'm trying to do it inside the line.
[00:33:38] TEACHER    Okay, you can do it.
[00:33:40] STUDENT_1  I'm trying to do it inside the line.
[00:33:42] TEACHER    Okay, you can do it.
[00:33:44] STUDENT_1  I'm trying to do it inside the line.
[00:33:46] TEACHER    Okay, you can do it.
[00:33:48] STUDENT_1  I'm trying to do it inside the line.
[00:33:50] TEACHER    Okay, you can do it.
[00:33:52] STUDENT_1  I'm trying to do it inside the line.
[00:33:54] TEACHER    Okay, you can do it.
[00:33:56] STUDENT_1  I'm trying to do it inside the line.
