activity_name,video,segment,rubric,dimension,score,confidence,anchor_matched,scorer_notes
Circle time,20250909_activity_1_Morning_circle_time_activities_and_group_learning.mp4,after,playground,narrative,0,high,No experiential context — generic space with no immersive framing; pure utility setup,"The activity is a participatory fruit/food song using mime gestures, which is engaging but constitutes activity setup rather than immersive narrative framing. No thematic decor, props, backdrop, or deliberate scene-setting is visible that would place children inside a story or setting."
Circle time,20250909_activity_1_Morning_circle_time_activities_and_group_learning.mp4,after,playground,multi_sensory,0.5,medium,Two senses are nominally engaged but at least one is weak or marginal,"The activity engages movement/proprioception (mimed actions) and auditory sense (rhythmic song/chant) meaningfully, plus visual attention to the teacher. However, no tactile materials, natural sensory materials, or dedicated sound-making elements are present in the circle activity itself. The auditory engagement is primarily the teacher's voice/chant rather than a deliberate sound-making design element. Two senses are engaged but the setup is a basic circle time with no material-based sensory design, placing this at 0.5."
Circle time,20250909_activity_1_Morning_circle_time_activities_and_group_learning.mp4,after,playground,boundary,0.5,medium,A boundary is implied but ambiguous (e.g. materials present but no visible zone marker; or unclear where the activity area starts and stops),"Yellow cushions imply a gathering zone but do not constitute a clear, unambiguous boundary. Children drift in and out of the area, and no rug, mat, or taped outline defines the circle space. The boundary is implied rather than fully established."
Circle time,20250909_activity_1_Morning_circle_time_activities_and_group_learning.mp4,after,playground,movement,1.0,high,Both elements are present — children can clearly access the activity zone (visible path markers not required; minor adult presence in the path is acceptable as long as children get past) AND deliberat,The circle activity uses yellow floor cushions as clear positioning markers. Multiple children are observed moving freely to and from the activity zone without obstruction. The activity (seated group song/movement) is well-matched to the floor-sitting posture. No significant barriers or clutter are observed blocking access.
Circle time,20250909_activity_1_Morning_circle_time_activities_and_group_learning.mp4,after,playground,clean_up,insufficient_evidence,low,,"The session is a 4-minute morning circle/group song activity. No cleanup or material return occurs during the recording. The visual observations mention shelves with books and toys in the background but provide no detail about labelling, height accessibility, or whether children interact with storage. There is insufficient evidence to score this dimension reliably."
Circle time,20250909_activity_1_Morning_circle_time_activities_and_group_learning.mp4,after,toy_design,purpose,0.5,medium,Some cues to purpose are present but the arrangement is mixed or partially staged; intent is unclear in parts,"The cushion arrangement signals 'group gathering' but the specific activity (fruit-themed action song) is entirely communicated through teacher instruction and gesture, not through staged materials. A child arriving could infer 'sit in a group' but not the nature of the activity. Scored 0.5 rather than 0 because the cushion arrangement does provide a partial environmental cue for group circle time."
Circle time,20250909_activity_1_Morning_circle_time_activities_and_group_learning.mp4,after,toy_design,anchor_and_choice_materials,0,high,"No clear anchor at all, OR only one rigid material option with no choice (e.g. one type of crayon, one shape of paper, only one way to use it)",This is a pure circle-time song/movement activity. No physical anchor materials or choice materials are present. The background shelves with books and toys are visible but not part of the activity and not accessible to children during the session.
Circle time,20250909_activity_1_Morning_circle_time_activities_and_group_learning.mp4,after,toy_design,spark_curiosity,0,high,Activity area is purely functional with no curiosity hook — children would not have any 'what's that?' moment from what is at the activity itself,"The circle activity is conducted entirely through teacher-led song and gesture with no physical props, mystery objects, or novel items at the activity zone. Wall art and shelves with books/toys are noted in the background but are explicitly excluded per rubric rules."
Circle time,20250909_activity_1_Morning_circle_time_activities_and_group_learning.mp4,after,toy_design,challenge_adjustment,0,high,Single fixed difficulty level — no variation possible without redesigning the activity,"The activity is a whole-group call-and-response song with a single fixed structure. Every child performs the same actions at the same level. No tiered materials, no extension options, and no visible difficulty variants are present or offered. The only child-driven element is naming a fruit, which does not constitute a difficulty adjustment."
Circle time,20250909_activity_1_Morning_circle_time_activities_and_group_learning.mp4,after,toy_design,self_served,insufficient_evidence,low,,"This is a teacher-led circle time activity based entirely on verbal interaction, songs, and mime/gesture — there are no physical materials being distributed or handled by children. The 'materials' in this activity are yellow floor cushions (visible in scene) and the children's own bodies for gesture imitation. There is nothing to assess in terms of child-safe design, recognisability, or weight of materials, as the activity design requires no manipulables. The rubric cannot be meaningfully applied to a purely oral/gestural group activity with no physical materials for children to self-serve."
Circle time,20250918_activity_1_circle_time.mp4,before,playground,narrative,insufficient_evidence,low,,No transcript or visual observations were provided for this session. There is no evidence from which to assess the presence or absence of narrative/immersive framing in the space.
Circle time,20250918_activity_1_circle_time.mp4,before,playground,multi_sensory,insufficient_evidence,low,,"No transcript or visual observations were provided for this session. Without any observable evidence of materials, arrangements, or sensory elements, it is not possible to score this dimension reliably."
Circle time,20250918_activity_1_circle_time.mp4,before,playground,boundary,insufficient_evidence,low,,No transcript or visual observations were provided for this session. There is no evidence from which to assess whether a clear physical or visual boundary exists for the circle time activity.
Circle time,20250918_activity_1_circle_time.mp4,before,playground,movement,insufficient_evidence,low,,"No transcript or visual observations were provided for this session. There is no observable evidence to assess access to the activity zone, child positioning, or material reach. Cannot score this dimension."
Circle time,20250918_activity_1_circle_time.mp4,before,playground,clean_up,insufficient_evidence,low,,"No transcript or visual observations were provided for this session. A circle time activity (songs, storytelling, guided discussion) also does not typically involve material distribution and cleanup, making it unlikely that cleanup behaviors or storage design would be observable even with full footage."
Circle time,20250918_activity_1_circle_time.mp4,before,toy_design,purpose,insufficient_evidence,low,,"No transcript or visual observations were provided for this session. Without any evidence of how materials are arranged at the activity zone or what the setup looks like, it is impossible to score this dimension reliably."
Circle time,20250918_activity_1_circle_time.mp4,before,toy_design,anchor_and_choice_materials,insufficient_evidence,low,,"No transcript or visual observations were provided for this session. The activity notes describe a group circle time (songs, storytelling, guided discussion), which is not inherently a materials-based setup, but without any visual or audio evidence it is impossible to assess whether anchor or choice materials were present."
Circle time,20250918_activity_1_circle_time.mp4,before,toy_design,spark_curiosity,insufficient_evidence,low,,No transcript or visual observations were provided for this session. There is no evidence available to assess whether a curiosity-sparking element was present at the activity area.
Circle time,20250918_activity_1_circle_time.mp4,before,toy_design,challenge_adjustment,insufficient_evidence,low,,"No transcript or visual observations were provided for this session. There is no evidence available to assess whether challenge adjustment was present, absent, or partially present in the circle time setup."
Circle time,20250918_activity_1_circle_time.mp4,before,toy_design,self_served,insufficient_evidence,low,,"No transcript or visual observations were provided for this session. Without any evidence of the materials present, their size, weight, safety, or recognisability cannot be assessed. Returning insufficient_evidence."
Circle time,20250918_activity_1_circle_time.mp4,after,playground,narrative,0,high,No experiential context — generic space with no immersive framing; pure utility setup,"The song 'Wheels on the Bus' introduces a bus-themed narrative verbally, but the rubric scores the space design, not the song content. The physical environment shows no thematic decor, props, banners, or immersive framing elements corresponding to any setting. The space is a generic classroom with standard furniture and educational materials."
Circle time,20250918_activity_1_circle_time.mp4,after,playground,multi_sensory,0.5,medium,Two senses are nominally engaged but at least one is weak or marginal,Auditory engagement is strong and deliberate (song with varied sound effects). Movement/proprioceptive engagement is present but marginal — children move in response to the song but no dedicated movement structure is visible. Tactile engagement is essentially absent beyond sitting on a mat. This places the session at 0.5: two senses nominally engaged but the second (movement) is weak and the third (tactile) is absent.
Circle time,20250918_activity_1_circle_time.mp4,after,playground,boundary,1.0,high,"At least one clear, unambiguous activity boundary — a canvas, paper, mat, rug, table, low fence, or similar marker visually defines the zone. A single well-defined zone is sufficient for this score.",
Circle time,20250918_activity_1_circle_time.mp4,after,playground,movement,1.0,high,Both elements are present — children can clearly access the activity zone (visible path markers not required; minor adult presence in the path is acceptable as long as children get past) AND deliberat,
Circle time,20250918_activity_1_circle_time.mp4,after,playground,clean_up,insufficient_evidence,low,,"This is a circle time / song activity conducted on a mat with no materials distributed or collected during the session. No cleanup sequence occurs, and the visual observations do not provide sufficient detail about storage labels, shelf heights, or item weights to assess the clean-up design. The presence of shelves is noted but their accessibility, labelling, and child-usability cannot be determined from the available evidence."
Circle time,20250918_activity_1_circle_time.mp4,after,toy_design,purpose,0.5,medium,Some cues to purpose are present but the arrangement is mixed or partially staged; intent is unclear in parts,"The mat itself provides a partial spatial cue for a group gathering, but no materials (books, instruments, visual aids, props) are described as staged at the zone to communicate the specific activity (singing/circle time). The activity is entirely teacher-led through verbal instruction, which means a child arriving could infer 'sit together' but not 'we will sing songs.' This warrants 0.5 rather than 1.0."
Circle time,20250918_activity_1_circle_time.mp4,after,toy_design,anchor_and_choice_materials,0,high,"No clear anchor at all, OR only one rigid material option with no choice (e.g. one type of crayon, one shape of paper, only one way to use it)","This is a circle-time song activity with no physical anchor materials or choice materials. The mat serves as a gathering space but is not an anchor material in the rubric sense. No tools, items, or options are visible or referenced. Score of 0 is appropriate."
Circle time,20250918_activity_1_circle_time.mp4,after,toy_design,spark_curiosity,0,high,Activity area is purely functional with no curiosity hook — children would not have any 'what's that?' moment from what is at the activity itself,"The circle time activity consists entirely of a familiar song sung on a plain white mat. No props, mystery objects, covered items, or visually striking elements are described at or within the activity zone throughout the session."
Circle time,20250918_activity_1_circle_time.mp4,after,toy_design,challenge_adjustment,0,high,Single fixed difficulty level — no variation possible without redesigning the activity,"The session is entirely a repeated group song (Wheels on the Bus) with no differentiation, no visible material variants, and no staged progression. This is a single fixed-difficulty activity for all children."
Circle time,20250918_activity_1_circle_time.mp4,after,toy_design,self_served,insufficient_evidence,low,,"This is a circle-time singing activity (Wheels on the Bus). The 'materials' are essentially the teacher's voice, body movement, and a floor mat. There are no discrete manipulable materials to evaluate for child self-service design — no objects to lift, carry, or recognise independently. The rubric indicators (safe by design, recognisable, light enough, sized for child hands) cannot be meaningfully applied to a song-led group activity with no physical materials. Insufficient evidence to score this dimension."
Balloon dance,20250918_activity_5_balloon_dance.mp4,before,playground,narrative,0,high,No experiential context — generic space with no immersive framing; pure utility setup,"Balloons are activity props but there is no deliberate scene-setting, thematic decor, or narrative framing that places children inside a wider story or setting. The space is a plain room used for a movement activity — pure utility setup."
Balloon dance,20250918_activity_5_balloon_dance.mp4,before,playground,multi_sensory,1,high,Two or more senses are meaningfully engaged through deliberate material and arrangement choices,"The activity deliberately combines visual tracking (colored balloons), tactile engagement (handling balloons), proprioceptive/movement engagement (throwing, catching, full-body movement), and auditory stimulation (teacher chanting, balloon sounds). This clearly meets the 1.0 anchor. No music is explicitly confirmed in the transcript or visuals despite the activity notes mentioning music, but the remaining senses are sufficiently and meaningfully engaged."
Balloon dance,20250918_activity_5_balloon_dance.mp4,before,playground,boundary,0,high,No clear boundary — children would not know where the activity is supposed to happen without being told,"This is a free-movement balloon dance activity in an open room. No mat, rug, tape outline, or any other boundary marker is visible at any point in the recording. The entire room serves as the activity space with no delineation."
Balloon dance,20250918_activity_5_balloon_dance.mp4,before,playground,movement,1.0,high,Both elements are present — children can clearly access the activity zone (visible path markers not required; minor adult presence in the path is acceptable as long as children get past) AND deliberat,
Balloon dance,20250918_activity_5_balloon_dance.mp4,before,playground,clean_up,insufficient_evidence,low,,"The 5-minute recording captures only the active balloon dance activity. No cleanup phase is observed — children never return materials to storage, and no storage system (shelves, bins, labels, return locations) is visible in any visual observation. Balloons are inherently light and child-manageable, but the design of the return/storage system cannot be assessed from this footage. Scoring would require guessing rather than evidence."
Balloon dance,20250918_activity_5_balloon_dance.mp4,before,toy_design,purpose,1.0,high,The activity's purpose is obvious from the setup alone — materials are arranged in a way that a child arriving can intuit what to do. Explicit labels are not required.,The activity is a movement/dance session using balloons as props in an open floor space. The purpose is immediately obvious: balloons distributed to children in a clear open area unambiguously signal free movement and play. No labels or signs are needed or expected for this type of physical activity setup.
Balloon dance,20250918_activity_5_balloon_dance.mp4,before,toy_design,anchor_and_choice_materials,0.5,medium,An anchor (single or multiple) is present but choice materials are limited; OR variety of materials exists but no anchor draws children in,"The balloons serve as a clear and engaging anchor. However, the setup offers only one type of material (balloons in two colors) with no additional tools, props, or items that would constitute meaningful choice variety. Children do engage flexibly with the single material, but the rubric requires a variety of choice materials — not just varied uses of one item. Score of 0.5 reflects a present anchor with limited choice materials."
Balloon dance,20250918_activity_5_balloon_dance.mp4,before,toy_design,spark_curiosity,0,high,Activity area is purely functional with no curiosity hook — children would not have any 'what's that?' moment from what is at the activity itself,"Balloons are familiar, common materials for children aged 3–5. The activity is purely movement-based with no unusual, mysterious, or unexpected element introduced at the activity zone. The room features (blackboards, wooden floors) are ambient and do not count per rubric rules."
Balloon dance,20250918_activity_5_balloon_dance.mp4,before,toy_design,challenge_adjustment,0,high,Single fixed difficulty level — no variation possible without redesigning the activity,"The activity is a single free-play balloon dance with one uniform task for all children. No tiered materials, no extension options, and no visible staged progression are present at any point in the session."
Balloon dance,20250918_activity_5_balloon_dance.mp4,before,toy_design,self_served,1.0,high,"All materials are, by DESIGN, safe, recognisable to children of the age range, and light enough for them to handle alone. The activity is designed for self-service even if teachers are observed helpin","Inflated balloons are the sole material. They are universally recognisable, extremely lightweight, sized for child hands, and safe by design for this age group. Adult involvement observed is facilitative, not necessitated by material design."
Balloon dance,20250918_activity_5_balloon_dance.mp4,after,playground,narrative,insufficient_evidence,low,,"No transcript or visual observations were provided for this session. Without any observable evidence of the space's decor, props, arrangement, or framing, it is not possible to score the narrative dimension reliably."
Balloon dance,20250918_activity_5_balloon_dance.mp4,after,playground,multi_sensory,insufficient_evidence,low,,"No transcript or visual observations were provided for this session. Despite the activity description suggesting multi-sensory engagement (balloons, music, movement), there is no observable evidence to score against the rubric indicators."
Balloon dance,20250918_activity_5_balloon_dance.mp4,after,playground,boundary,insufficient_evidence,low,,"No transcript or visual observations were provided for this session. Without any visual or audio evidence, it is impossible to assess whether a clear physical or visual boundary defining the activity zone was present."
Balloon dance,20250918_activity_5_balloon_dance.mp4,after,playground,movement,insufficient_evidence,low,,"No transcript or visual observations were provided for this session. Without any timestamped evidence — visual or audio — it is not possible to assess access to the activity zone, child positioning, space adequacy, or material reach. Returning insufficient_evidence rather than guessing."
Balloon dance,20250918_activity_5_balloon_dance.mp4,after,playground,clean_up,insufficient_evidence,low,,"No transcript or visual observations were provided for this session. There is no evidence available to assess storage height, label design, item weight, or child-led cleanup behavior. Cannot score this dimension."
Balloon dance,20250918_activity_5_balloon_dance.mp4,after,toy_design,purpose,insufficient_evidence,low,,"No transcript content and no visual observations were provided for this session. Without any timestamped visual or audio evidence of the activity zone setup, it is impossible to assess whether the material arrangement communicates the activity's purpose to an arriving child."
Balloon dance,20250918_activity_5_balloon_dance.mp4,after,toy_design,anchor_and_choice_materials,insufficient_evidence,low,,"No transcript or visual observations were provided for this session. The activity notes describe a balloon dance activity with music, which could potentially score on this dimension, but without any timestamped transcript or visual evidence, a reliable score cannot be assigned."
Balloon dance,20250918_activity_5_balloon_dance.mp4,after,toy_design,spark_curiosity,insufficient_evidence,low,,"No transcript or visual observations were provided for this session. Without any evidence of what was present at the activity area, it is impossible to assess whether a curiosity-sparking element existed at the balloon dance activity zone."
Balloon dance,20250918_activity_5_balloon_dance.mp4,after,toy_design,challenge_adjustment,insufficient_evidence,low,,"No transcript or visual observations were provided for this session. Without any evidence of the activity setup, materials, or teacher/child interactions, it is impossible to assess whether challenge adjustment was present or absent."
Balloon dance,20250918_activity_5_balloon_dance.mp4,after,toy_design,self_served,insufficient_evidence,low,,"No transcript or visual observations were provided for this session. The activity notes describe a balloon dance activity for 3-5 year olds, which by general knowledge would likely score well on self-service design (balloons are light, recognisable, and child-safe), but without any timestamped visual or audio evidence, a score cannot be reliably assigned per the evidence requirements."
Colouring,D06_20250919105616.mp4,before,playground,narrative,insufficient_evidence,low,,"No transcript or visual observations were provided for this session. The activity notes describe children receiving individual colouring sheets, which is a generic activity setup, but without any visual or audio evidence of the space's decor, props, arrangement, or framing, it is impossible to reliably score the narrative dimension."
Colouring,D06_20250919105616.mp4,before,playground,multi_sensory,insufficient_evidence,low,,"No transcript or visual observations were provided. The activity notes describe individual colouring sheets, which would nominally engage visual and tactile senses, but without any timestamped visual or audio evidence to confirm the actual setup, materials, or child engagement, a reliable score cannot be assigned."
Colouring,D06_20250919105616.mp4,before,playground,boundary,insufficient_evidence,low,,"No transcript content and no visual observations were provided for this session. Without any observable evidence of the physical or visual setup, it is not possible to reliably score the boundary dimension."
Colouring,D06_20250919105616.mp4,before,playground,movement,insufficient_evidence,low,,"No transcript or visual observations were provided for this session. Without any timestamped visual or audio evidence, it is impossible to assess access paths, child positioning, space around the activity, or material reach. Returning insufficient_evidence."
Colouring,D06_20250919105616.mp4,before,playground,clean_up,insufficient_evidence,low,,"No transcript or visual observations were provided for this session. Without any observable evidence of storage design, item weight, labelling, or child/adult cleanup behavior, it is not possible to score this dimension reliably."
Colouring,D06_20250919105616.mp4,before,toy_design,purpose,insufficient_evidence,low,,"No transcript content and no visual observations were provided for this session. Although the staff notes describe children receiving individual colouring sheets and colouring, there is no timestamped visual or audio evidence to confirm how materials were arranged at the activity zone or whether the setup itself communicated the activity's purpose. Cannot score without observable evidence."
Colouring,D06_20250919105616.mp4,before,toy_design,anchor_and_choice_materials,insufficient_evidence,low,,"No transcript or visual observations were provided. The only available information is the staff activity note describing individual colouring sheets, which alone is insufficient to reliably score anchor presence or choice material variety without visual confirmation of what tools/options were actually available."
Colouring,D06_20250919105616.mp4,before,toy_design,spark_curiosity,insufficient_evidence,low,,"No transcript or visual observations were provided for this session. The activity notes describe a standard colouring sheet activity, but without any visual or audio evidence of the actual activity setup, it is not possible to reliably score whether a curiosity-sparking element was present at the activity zone."
Colouring,D06_20250919105616.mp4,before,toy_design,challenge_adjustment,insufficient_evidence,low,,"No transcript or visual observations were provided. The activity notes describe a single colouring sheet activity with no mention of difficulty variants, tiered materials, or extensions, but without any visual or audio evidence from the session itself, a reliable score cannot be assigned."
Colouring,D06_20250919105616.mp4,before,toy_design,self_served,insufficient_evidence,low,,"No transcript or visual observations were provided. The activity notes mention children getting individual colouring sheets and colouring, which would typically suggest child-manageable materials, but there is no timestamped evidence from the recording to confirm material design, safety, recognisability, or weight. Cannot score without observable evidence."
Colouring,D06_20250919105616.mp4,after,playground,narrative,insufficient_evidence,low,,"No transcript or visual observations were provided for this session. The activity notes describe children receiving individual colouring sheets, which is a utility setup, but without any visual or audio evidence of the space, no reliable scoring of narrative/immersive framing is possible."
Colouring,D06_20250919105616.mp4,after,playground,multi_sensory,insufficient_evidence,low,,"No transcript or visual observations were provided. The activity notes describe individual colouring sheets, which would nominally engage visual and tactile senses, but without any timestamped visual or audio evidence to confirm material types, arrangements, or child engagement, a reliable score cannot be assigned."
Colouring,D06_20250919105616.mp4,after,playground,boundary,insufficient_evidence,low,,"No transcript content and no visual observations were provided for this session. Without any observable evidence of the physical or visual setup, it is not possible to reliably score the boundary dimension."
Colouring,D06_20250919105616.mp4,after,playground,movement,insufficient_evidence,low,,"No transcript or visual observations were provided for this session. Without any timestamped visual or audio evidence, it is impossible to assess access paths, child positioning, space around the activity, or material reach. Returning insufficient_evidence."
Colouring,D06_20250919105616.mp4,after,playground,clean_up,insufficient_evidence,low,,"No transcript or visual observations were provided in the session record. Without any observable evidence of storage design, item weight, labelling, or child/adult cleanup behavior, this dimension cannot be scored."
Colouring,D06_20250919105616.mp4,after,toy_design,purpose,insufficient_evidence,low,,"No transcript content and no visual observations were provided for this session. Although the staff notes describe children receiving individual colouring sheets to colour, there is no timestamped visual or audio evidence to confirm how materials were arranged at the activity zone or whether the setup itself communicated the activity's purpose. Cannot score without observable evidence."
Colouring,D06_20250919105616.mp4,after,toy_design,anchor_and_choice_materials,insufficient_evidence,low,,"No transcript or visual observations were provided for this session. The activity notes mention individual colouring sheets, which would typically suggest limited choice materials, but without any visual or audio evidence, a reliable score cannot be assigned."
Colouring,D06_20250919105616.mp4,after,toy_design,spark_curiosity,insufficient_evidence,low,,"No transcript or visual observations were provided for this session. The activity notes describe children receiving individual colouring sheets to colour, which is a familiar, functional activity with no described curiosity hook, but without any visual or audio evidence from the session itself, a reliable score cannot be assigned."
Colouring,D06_20250919105616.mp4,after,toy_design,challenge_adjustment,insufficient_evidence,low,,"No transcript or visual observations were provided for this session. The activity notes describe individual colouring sheets, but without any visual or audio evidence of the setup, materials, or variants available, it is not possible to reliably score this dimension."
Colouring,D06_20250919105616.mp4,after,toy_design,self_served,insufficient_evidence,low,,"No transcript or visual observations were provided. The activity notes mention children getting individual colouring sheets and colouring, which would typically suggest child-manageable materials, but there is no timestamped visual or audio evidence to confirm material design, safety, weight, or recognisability. Cannot score without observable evidence."
